ID1,COORDS_X,COORDS_Y,AGE_1,BATHROOM_1,BEDROOMS,TOT_SQ_F_1,TOTAL_AC_1,NEWHOME_1,POSTFIRM_1,DFLOOD_A_1,DFLOOD_X_1,FIRSTROW_1,PROXAMEN_1,DISTAMEN_1,DISTCBD1_1,DISTHWY_1,DISTPARK_1,PRICE
103.0,2709210.5618972783,401444.12321811647,3.0,3.0,2.0,1188.0,1.223,1.0,1.0,1.0,0.0,0,5131.8099999999995,3314.811,46516.432,13293.982,27401.529,127700.0
132.0,2709168.50275652,401276.84795637446,21.0,1.5,3.0,1360.0,1.017,1.0,1.0,1.0,0.0,0,5236.297999999999,3210.323,46348.938,13173.667,27309.048,119900.0
154.0,2693211.9083224298,400998.65728607704,44.0,1.5,3.0,860.0,0.414,1.0,0.0,1.0,0.0,1,8168.124999999999,278.496,40822.766,1658.465,12657.885,118700.0
156.0,2693242.100766345,400845.5841820531,24.0,2.0,3.0,2421.0,1.686,1.0,1.0,1.0,0.0,1,8103.861999999999,342.759,40662.895,1504.1,12591.199,591400.0
159.0,2693498.177962728,400727.3691675049,38.0,3.0,4.0,2853.0,1.403,1.0,0.0,1.0,0.0,0,7811.474999999999,635.146,40595.817,1459.91,12760.21,612600.0
160.0,2709048.912633239,400707.95261072135,24.0,2.0,3.0,1917.0,1.977,1.0,1.0,1.0,0.0,0,5571.787999999999,2874.833,45794.931,12799.058,27032.859,217400.0
162.0,2710599.156425852,400332.7263030056,94.0,1.0,1.0,594.0,21.68,1.0,0.0,1.0,0.0,1,6831.605,1615.016,46237.834,14007.28,28430.08,176600.0
163.0,2694252.2500449517,400691.2279049491,25.0,2.0,3.0,1364.0,0.697,0.0,1.0,0.0,0.0,0,7112.371999999999,1334.249,40687.543,1597.123,13344.795,150400.0
164.0,2693211.606764743,400666.5367551739,27.0,2.0,4.0,2352.0,0.942,1.0,1.0,1.0,0.0,1,8104.493999999999,342.127,40483.416,1324.358,12462.926,532900.0
166.0,2694290.3866387387,400541.14379703556,25.0,2.0,3.0,1280.0,0.932,1.0,1.0,0.0,0.0,0,7025.022999999999,1421.598,40549.351,1463.734,13316.027,130600.0
168.0,2708979.1246202593,400460.2732091277,46.0,1.0,3.0,1324.0,1.316,0.0,0.0,1.0,0.0,0,5649.623,2796.998,45511.905,12574.475,26851.268,112500.0
171.0,2693112.8625450726,400344.6993621284,7.0,2.0,2.0,1256.0,1.283,0.0,1.0,0.0,0.0,1,8111.712999999999,334.908,40173.97,1011.579,12218.176,247200.0
174.0,2694265.540463982,400291.9160603766,94.0,1.0,2.0,1124.0,1.398,1.0,0.0,0.0,0.0,0,6979.387999999999,1467.233,40303.627,1220.119,13180.924,116700.0
178.0,2694516.0549477045,400278.2334815122,24.0,1.5,3.0,1071.0,0.459,1.0,1.0,0.0,0.0,0,6738.115999999999,1708.505,40336.416,1265.247,13390.045,100000.0
181.0,2693880.8207179853,400122.67824888154,57.0,1.5,4.0,1769.0,0.715,1.0,0.0,1.0,0.0,0,7297.239,1149.382,40062.679,959.352,12758.02,180300.0
182.0,2694492.7416761983,400125.2191265217,26.0,2.0,4.0,1232.0,0.826,1.0,1.0,0.0,0.0,0,6715.347,1731.274,40177.774,1107.075,13293.568,120900.0
188.0,2694060.14247265,400036.6167925366,32.0,2.0,4.0,1970.0,0.895,1.0,0.0,1.0,0.0,0,7122.32,1324.301,40017.192,924.311,12862.062,233600.0
189.0,2693383.986516612,400051.69940736186,40.0,4.0,4.0,3060.0,1.187,0.0,0.0,1.0,0.0,0,7751.835999999999,694.785,39934.367,800.601,12328.077,793800.0
191.0,2693678.590353163,399909.35804775445,94.0,1.0,3.0,1320.0,1.64,1.0,0.0,1.0,0.0,0,7443.964999999999,1002.656,39856.326,745.583,12531.756,136700.0
193.0,2694240.9080332657,399925.9875662703,41.0,2.0,3.0,1624.0,0.981,1.0,0.0,0.0,0.0,0,6977.5419999999995,1469.079,39938.564,855.824,12952.154,174500.0
194.0,2694537.086540968,399919.4755401017,95.0,1.0,4.0,1521.0,0.641,1.0,0.0,0.0,1.0,0,6660.739,1785.882,39988.75,922.074,13238.824,155300.0
196.0,2693114.5315082436,399656.65452397027,22.0,2.0,0.0,1740.0,4.04,1.0,1.0,1.0,0.0,1,8094.799999999999,351.821,39493.927,344.169,11873.424,332600.0
204.0,2693964.417827966,399785.9245291877,64.0,2.0,5.0,2806.0,0.429,1.0,0.0,1.0,0.0,0,7277.654999999999,1168.966,39726.067,630.626,12638.387,498500.0
206.0,2693822.7995035234,399705.08498347155,49.0,2.0,3.0,1540.0,2.51,0.0,0.0,0.0,0.0,0,7329.228999999999,1117.392,39654.903,557.951,12572.635,181500.0
211.0,2695108.8757384755,399573.38530383975,9.0,2.5,3.0,2436.0,6.69,1.0,1.0,0.0,1.0,0,6303.779999999999,2142.841,39742.281,697.365,13523.418,488400.0
212.0,2694601.130794174,399701.82541657984,54.0,1.0,2.0,990.0,0.479,1.0,0.0,0.0,1.0,0,6659.052,1787.569,39786.112,724.39,13198.772,78100.0
213.0,2694406.6058100546,399672.2098335437,52.0,1.0,0.0,1421.0,0.351,1.0,0.0,0.0,1.0,0,6874.294999999999,1572.326,39697.552,627.02,12987.975,120000.0
216.0,2694599.669847366,399584.9506673129,21.0,1.0,2.0,1144.0,0.506,1.0,1.0,0.0,1.0,0,6703.664999999999,1742.956,39665.527,604.82,13142.257,98200.0
226.0,2694823.2357264515,399390.59222478536,54.0,2.0,4.0,1670.0,0.842,0.0,0.0,0.0,1.0,0,6548.093999999999,1898.527,39536.93,486.086,13266.292,173300.0
230.0,2694692.4317697706,399178.46289658267,28.0,1.0,0.0,1612.0,0.669,0.0,1.0,0.0,1.0,0,6714.472999999999,1732.148,39328.224,274.429,13074.613,158200.0
233.0,2694492.363007124,399208.4543075169,58.0,1.0,2.0,1036.0,0.239,1.0,0.0,0.0,1.0,0,6927.639999999999,1518.981,39281.915,219.518,12874.409,82300.0
237.0,2693303.6498041768,398975.81754898065,26.0,1.0,0.0,200.0,4.06,1.0,1.0,1.0,0.0,1,8174.054999999999,272.566,38772.309,354.78,11653.859,68800.0
249.0,2694617.8906405526,398657.699685047,44.0,1.5,3.0,1324.0,0.706,1.0,0.0,0.0,1.0,0,6872.530999999999,1574.09,38765.272,286.803,12776.977,115400.0
251.0,2695000.3042417113,398504.07701336755,3.0,3.0,4.0,2052.0,0.63,1.0,1.0,0.0,1.0,0,6509.767999999999,1936.853,38704.34,184.496,13061.198,304000.0
253.0,2694901.995205257,398443.07566962676,29.0,1.0,3.0,1272.0,1.023,1.0,1.0,0.0,1.0,0,6598.848999999999,1847.772,38622.993,289.701,12959.093,107200.0
261.0,2710099.738726667,397769.3454383722,59.0,1.0,3.0,930.0,15.25,1.0,0.0,1.0,0.0,1,7584.786999999999,861.834,43780.07,12532.449,27462.481,177500.0
264.0,2709591.703878057,397843.21406661015,39.0,1.0,3.0,1518.0,4.71,1.0,0.0,1.0,0.0,1,7073.985999999999,1372.635,43604.703,12112.155,26861.702,213000.0
269.0,2709121.666474367,397715.2551367436,18.0,1.0,3.0,1612.0,0.774,1.0,1.0,1.0,0.0,0,6631.101999999999,1815.519,43262.772,11667.737,26422.6,157800.0
270.0,2693440.6280534044,397479.3504023934,30.0,1.5,3.0,1856.0,3.02,1.0,0.0,1.0,0.0,1,8205.822999999999,240.798,37444.129,1652.47,11244.247,358200.0
271.0,2709311.466613583,397783.5664592874,36.0,1.0,3.0,3220.0,0.443,1.0,0.0,1.0,0.0,1,6819.306999999999,1627.314,43397.972,11855.379,26610.185,928100.0
273.0,2708779.074972031,397474.6936342955,33.0,1.0,2.0,740.0,3.8,1.0,0.0,1.0,0.0,0,6241.762999999999,2204.858,42838.251,11275.455,26065.149,68600.0
276.0,2694466.360394569,397374.19164538634,1.0,2.0,3.0,2240.0,0.819,1.0,1.0,1.0,0.0,0,7296.805999999999,1149.815,37512.309,1259.149,12132.199,371300.0
277.0,2709316.181237787,397574.71724738105,36.0,1.0,3.0,1822.0,0.177,1.0,0.0,1.0,0.0,0,6764.8279999999995,1681.793,43221.652,11800.574,26587.845,179000.0
278.0,2709133.812739744,397505.9893801419,11.0,2.0,3.0,1800.0,0.717,1.0,1.0,1.0,0.0,0,6562.471,1884.15,43066.947,11597.832,26387.477,213300.0
280.0,2709488.014413615,397518.683274627,37.0,1.0,3.0,1428.0,0.738,1.0,0.0,1.0,0.0,0,6899.986999999999,1546.634,43265.167,11948.387,26749.396,125200.0
282.0,2708217.6887709727,397154.1636937544,43.0,1.0,3.0,942.0,6.03,1.0,0.0,1.0,0.0,0,5530.128999999999,2916.492,42206.759,10573.334,25394.699,84700.0
283.0,2708005.6785315424,396903.1462466253,59.0,1.0,3.0,1444.0,5.05,1.0,0.0,1.0,0.0,0,5268.9349999999995,3177.686,41945.492,10323.875,25164.449,131800.0
284.0,2709446.937463916,397429.39966553746,54.0,1.5,3.0,1885.0,0.955,1.0,0.0,1.0,0.0,0,6847.267999999999,1599.353,43173.779,11913.591,26728.819,198100.0
285.0,2707778.889613762,396811.1342607011,54.0,1.5,2.0,1352.0,6.44,1.0,0.0,1.0,0.0,0,5087.4349999999995,3359.186,41829.321,10136.986,24975.101,130000.0
287.0,2709771.948867514,397183.21533829975,59.0,1.5,4.0,1472.0,3.18,0.0,0.0,1.0,0.0,0,6919.811,1526.81,43112.99,12095.395,26948.068,152500.0
291.0,2708319.156550661,397365.6974073561,44.0,1.0,3.0,1000.0,0.97,1.0,0.0,1.0,0.0,0,5752.307999999999,2694.313,42526.389,10784.517,25566.008,77100.0
294.0,2709081.9451404526,397278.85742505104,59.0,1.5,3.0,1358.0,0.91,0.0,0.0,1.0,0.0,0,6413.290999999999,2033.33,42838.432,11472.236,26292.535,123500.0
295.0,2709451.3379664924,397263.58258272294,36.0,2.0,3.0,1437.0,0.557,0.0,0.0,1.0,0.0,0,6738.933999999999,1707.687,43027.968,11837.004,26670.898,142600.0
296.0,2709853.8327415246,397045.1890025036,20.0,1.5,4.0,1864.0,3.05,1.0,1.0,1.0,0.0,0,6891.757,1554.864,43044.911,12115.406,27011.746,225400.0
301.0,2709053.284243123,397031.53576734767,2.0,2.0,3.0,1519.0,1.889,1.0,1.0,1.0,0.0,0,6274.335999999999,2172.285,42618.029,11385.268,26237.622,179800.0
302.0,2708978.770297871,397132.0304198531,29.0,1.0,3.0,680.0,0.585,1.0,1.0,1.0,0.0,0,6265.580999999999,2181.04,42668.142,11344.5,26181.431,58300.0
303.0,2694412.001957346,396961.245933606,5.0,2.0,3.0,1500.0,2.85,1.0,1.0,0.0,0.0,0,7530.280999999999,916.34,37115.795,1549.683,11913.596,207500.0
304.0,2709181.3157138173,397090.767537978,59.0,1.0,4.0,1522.0,0.394,1.0,0.0,1.0,0.0,0,6420.865999999999,2025.755,42740.299,11532.402,26380.854,129100.0
308.0,2708773.315041924,396696.8292828992,44.0,1.0,3.0,790.0,2.9,1.0,0.0,1.0,0.0,0,5858.430999999999,2588.19,42185.519,11030.936,25921.686,66800.0
309.0,2708599.827484918,396654.17213772226,2.0,2.0,3.0,1568.0,1.547,1.0,1.0,1.0,0.0,0,5690.633,2755.988,42061.764,10847.736,25737.971,181800.0
312.0,2707438.734676128,396452.296708277,55.0,1.0,2.0,776.0,4.91,1.0,0.0,1.0,0.0,0,4618.124,3828.497,41342.502,9700.185,24577.679,66800.0
313.0,2708997.2558956505,396824.17289373075,25.0,1.0,3.0,1614.0,0.497,1.0,1.0,1.0,0.0,0,6111.249999999999,2335.371,42413.073,11274.207,26152.453,146400.0
317.0,2709244.405862413,396786.0716198188,2.0,2.0,3.0,1280.0,0.404,1.0,1.0,1.0,0.0,0,6287.117999999999,2159.503,42517.44,11506.384,26396.625,136400.0
321.0,2704823.2590711773,396419.7047842457,2.0,2.0,3.0,2205.0,10.03,1.0,1.0,0.0,0.0,0,2146.794999999999,6299.826,40006.497,7185.153,21982.639,434900.0
325.0,2711110.699025295,396211.1936604668,3.0,2.0,2.0,1144.0,6.88,1.0,1.0,1.0,0.0,0,7318.029999999999,1128.591,43041.271,10797.773,28162.945,155300.0
330.0,2709647.3751881216,396588.09766716935,59.0,1.0,3.0,1001.0,1.2,1.0,0.0,1.0,0.0,0,6415.543999999999,2031.077,42509.085,11776.454,26708.487,79700.0
332.0,2694155.6477498985,396487.98230882536,11.0,2.0,4.0,3520.0,3.98,1.0,1.0,0.0,0.0,0,7994.262999999999,452.358,36535.857,2097.938,11457.464,1487000.0
333.0,2709017.0544901006,396570.8331054735,27.0,1.0,3.0,1566.0,0.447,0.0,1.0,1.0,0.0,0,5966.993999999999,2479.627,42206.716,11223.189,26137.931,145600.0
337.0,2694702.372937937,396399.892358525,94.0,2.0,3.0,1436.0,7.85,0.0,0.0,0.0,0.0,0,7404.580999999999,1042.04,36573.257,1620.217,12051.131,230300.0
338.0,2709336.6566330954,396579.32411080477,2.0,2.0,3.0,2052.0,0.501,1.0,1.0,1.0,0.0,0,6213.959999999999,2232.661,42386.075,11540.801,26464.017,286700.0
339.0,2709750.450998795,396545.3059711124,20.0,1.5,3.0,1300.0,0.402,0.0,1.0,1.0,0.0,0,6556.539999999999,1890.081,42581.326,11708.17,26871.579,125300.0
341.0,2708506.9836209626,396474.1040493068,44.0,1.0,3.0,880.0,0.735,1.0,0.0,1.0,0.0,0,5511.454999999999,2935.166,41860.792,10708.569,25621.71,67400.0
342.0,2702655.4165940904,395856.14325419546,75.0,1.0,3.0,1386.0,36.17,0.0,0.0,0.0,1.0,0,1.0,8445.621,38484.061,4899.112,19708.338,408200.0
343.0,2708931.0658241077,396507.85136637144,39.0,1.0,2.0,546.0,0.313,1.0,0.0,1.0,0.0,0,5866.177,2580.444,42112.655,11128.776,26049.581,49100.0
344.0,2707816.4110199288,396449.35771748837,2.0,2.0,3.0,1674.0,0.432,1.0,1.0,1.0,0.0,0,4835.020999999999,3611.6,41402.614,9962.684,24865.04,189100.0
347.0,2707664.820441928,396408.60090665746,3.0,2.0,3.0,1632.0,0.489,1.0,1.0,1.0,0.0,0,4703.0689999999995,3743.552,41302.204,9827.652,24732.063,179500.0
351.0,2709351.6991944727,396284.9209202127,10.0,2.0,3.0,1152.0,1.048,1.0,1.0,1.0,0.0,0,6073.696999999999,2372.924,42138.845,11469.565,26436.637,113200.0
352.0,2709266.844767214,396312.1855651378,3.0,2.0,3.0,1296.0,0.416,1.0,1.0,1.0,0.0,0,6012.171999999999,2434.449,42120.597,11394.558,26354.094,135500.0
356.0,2707904.5999784884,396319.7245287486,5.0,1.5,3.0,1120.0,0.345,1.0,1.0,1.0,0.0,0,4927.177999999999,3519.443,41418.684,10087.783,25005.285,103800.0
358.0,2707152.6720187585,396234.81049440365,27.0,1.5,3.0,1892.0,1.138,1.0,1.0,1.0,0.0,0,4233.651999999999,4212.969,40966.432,9341.616,24248.304,188700.0
360.0,2709006.577608254,396293.4822194197,2.0,2.0,3.0,1400.0,0.475,1.0,1.0,1.0,0.0,0,5780.027999999999,2666.593,41972.482,11145.39,26099.504,150100.0
364.0,2708762.3877662895,396232.0498346334,2.0,2.0,3.0,1776.0,0.8,1.0,1.0,1.0,0.0,0,5548.351999999999,2898.269,41785.002,10879.357,25834.561,216000.0
366.0,2708583.0121438717,396193.4513739337,34.0,1.73,0.0,3954.0,1.218,1.0,0.0,1.0,0.0,0,5373.826999999999,3072.794,41627.95,10705.826,25669.814,1359200.0
374.0,2709576.6533143665,396155.8330493636,34.0,1.0,4.0,1200.0,0.206,1.0,0.0,1.0,0.0,0,6209.245999999999,2237.375,42157.322,11463.327,26644.764,95900.0
378.0,2707821.833581142,395738.5461449406,46.0,3.0,5.0,1932.0,6.0,1.0,0.0,1.0,0.0,0,4526.839999999999,3919.781,40886.966,9853.697,24855.401,241900.0
380.0,2711162.9244036456,395441.7386663569,55.0,1.0,3.0,1476.0,4.56,0.0,0.0,1.0,0.0,0,6818.398999999999,1628.222,42737.233,10081.819,28461.426,151900.0
381.0,2705038.94241414,395899.3763145763,2.0,2.0,3.0,1512.0,1.004,1.0,1.0,0.0,0.0,0,2170.5409999999993,6276.08,39658.618,7218.305,22109.395,167500.0
383.0,2709611.618429074,396075.4572275464,2.0,2.0,3.0,1040.0,0.197,1.0,1.0,1.0,0.0,0,6198.040999999999,2248.58,42109.045,11376.393,26670.851,106800.0
384.0,2709929.0693124095,396000.4077536159,31.0,1.0,1.0,1152.0,0.64,1.0,0.0,1.0,0.0,0,6413.677,2032.944,42221.375,11156.734,26975.778,94700.0
389.0,2706289.687133094,395965.3316130464,44.0,1.0,3.0,941.0,0.385,1.0,0.0,1.0,0.0,0,3343.5149999999994,5103.106,40309.213,8438.97,23359.57,66700.0
390.0,2706185.8367244257,395944.03540271893,25.0,1.0,3.0,1275.0,0.343,1.0,1.0,1.0,0.0,0,3239.3639999999996,5207.257,40239.372,8331.842,23252.458,96300.0
393.0,2709669.4366483875,395936.3588148689,2.0,2.0,3.0,1836.0,0.229,1.0,1.0,1.0,0.0,0,6169.454999999999,2277.166,42025.301,11227.962,26714.397,230800.0
394.0,2709950.9390725535,395906.3808414862,9.0,2.0,3.0,1152.0,0.661,1.0,1.0,1.0,0.0,0,6371.207999999999,2075.413,42152.532,11052.573,26995.472,114400.0
398.0,2706735.6972378236,395629.75164068275,48.0,1.0,2.0,1636.0,3.17,1.0,0.0,1.0,0.0,0,3565.6179999999995,4881.003,40229.948,8770.951,23759.627,142700.0
403.0,2705229.7583969566,395772.63260196504,26.0,1.0,3.0,1008.0,1.012,0.0,1.0,1.0,0.0,0,2298.5159999999996,6148.105,39634.632,7366.294,22283.338,78500.0
405.0,2695330.1906261146,395352.3631980437,54.0,1.0,2.0,672.0,3.5,1.0,0.0,0.0,1.0,0,7065.449999999999,1381.171,35754.053,1616.127,12476.967,64800.0
407.0,2694128.872165331,395666.2860508082,27.0,2.5,4.0,2262.0,1.854,1.0,1.0,1.0,0.0,1,8188.668999999999,257.952,35727.139,2524.655,11295.012,535500.0
409.0,2709714.085440305,395754.0014510924,18.0,2.0,4.0,1152.0,0.344,1.0,1.0,1.0,0.0,0,6090.651999999999,2355.969,41895.503,11048.503,26739.076,104600.0
410.0,2702030.414545644,395565.1125395264,7.0,2.5,3.0,1848.0,3.69,0.0,1.0,0.0,1.0,0,640.3659999999991,7806.255,38044.73,4260.621,19082.699,240500.0
414.0,2701525.6396909845,395461.5658876524,31.0,2.0,3.0,1296.0,7.71,1.0,0.0,0.0,1.0,0,1141.8269999999993,7304.794,37742.773,3761.187,18582.022,129700.0
418.0,2709739.7657143353,395639.8382973612,17.0,1.0,3.0,1208.0,0.618,1.0,1.0,1.0,0.0,0,6034.366999999999,2412.254,41813.954,10937.035,26754.05,103700.0
419.0,2701223.0727995224,395133.6943429978,22.0,1.5,3.0,1520.0,4.998,1.0,1.0,0.0,1.0,0,1544.3069999999989,6902.314,37336.208,3348.649,18225.583,146600.0
423.0,2710031.612725535,395616.26996219595,36.0,1.0,2.0,2052.0,0.528,1.0,0.0,1.0,0.0,0,6222.7919999999995,2223.829,41955.579,10767.177,27042.539,218700.0
428.0,2705547.0378641267,395237.9261095136,65.0,1.0,2.0,784.0,7.18,1.0,0.0,1.0,0.0,0,2353.682999999999,6092.938,39321.729,7530.314,22545.887,69800.0
430.0,2710119.359797538,395525.86931621714,2.0,2.0,3.0,1008.0,0.826,1.0,1.0,1.0,0.0,0,6209.442999999999,2237.178,41928.232,10643.971,27121.645,105500.0
431.0,2697096.1121848677,395390.2506934171,49.0,1.0,0.0,210.0,2.18,1.0,0.0,0.0,0.0,0,5461.8499999999985,2984.771,36154.396,216.304,14147.687,38200.0
433.0,2709627.5948916445,395475.19328392774,44.0,1.0,3.0,1316.0,1.172,1.0,0.0,1.0,0.0,0,5840.353999999999,2606.267,41615.051,10856.292,26628.063,105900.0
440.0,2709820.087761318,395429.3279359882,30.0,2.0,3.0,1545.0,0.581,1.0,0.0,1.0,0.0,0,5941.268999999999,2505.352,41681.793,10715.249,26814.71,146600.0
442.0,2703647.2007635795,395409.08495113126,19.0,1.0,2.0,624.0,0.385,1.0,1.0,0.0,1.0,0,696.2029999999995,7750.418,38597.606,5745.238,20669.204,51300.0
443.0,2710115.7612803015,395390.3071818142,26.0,1.0,3.0,1709.0,0.495,1.0,1.0,1.0,0.0,0,6100.757,2345.864,41814.764,10530.673,27105.783,159500.0
444.0,2703431.843420984,395357.75966091367,15.0,2.0,3.0,1152.0,0.761,1.0,1.0,0.0,1.0,0,475.494999999999,7971.126,38457.045,5522.795,20448.16,96200.0
445.0,2709706.8691889327,395015.0951275067,52.0,1.0,3.0,1085.0,6.69,1.0,0.0,1.0,0.0,0,5575.41,2871.211,41294.824,10410.145,26702.489,98800.0
447.0,2710215.9452217123,395295.40502029296,2.0,2.0,3.0,1624.0,0.826,1.0,1.0,1.0,0.0,0,6079.99,2366.631,41791.868,10396.525,27198.973,190800.0
448.0,2709853.8783256197,395323.7515267916,2.0,2.0,3.0,1512.0,0.525,1.0,1.0,1.0,0.0,0,5884.945999999999,2561.675,41613.134,10608.722,26839.182,168300.0
463.0,2695813.0699374247,395170.903134984,52.0,1.0,3.0,1426.0,0.59,1.0,0.0,0.0,1.0,0,6715.528999999999,1731.092,35630.849,1371.472,12872.533,120700.0
464.0,2710709.3243865883,395216.11361083924,18.0,1.0,3.0,2340.0,0.97,1.0,1.0,1.0,0.0,0,6256.377999999999,2190.243,42004.514,10086.782,27683.102,312100.0
465.0,2694407.7137226886,395137.74895505875,5.0,2.0,3.0,1568.0,0.977,0.0,1.0,0.0,0.0,1,8063.1359999999995,383.485,35280.742,2565.561,11482.591,334100.0
466.0,2701851.7774370955,395097.7953212198,20.0,2.0,3.0,1152.0,0.927,1.0,1.0,0.0,1.0,0,948.0959999999995,7498.525,37562.09,3934.331,18849.206,94000.0
467.0,2709927.9037724766,395152.0134747307,2.0,2.0,3.0,1232.0,0.424,1.0,1.0,1.0,0.0,0,5796.794999999999,2649.826,41511.54,10423.823,26899.432,127400.0
469.0,2698245.928083961,394779.52643064834,6.0,0.5,0.0,576.0,4.81,0.0,1.0,1.0,0.0,0,4477.187999999999,3969.433,35963.394,475.39,15232.536,65600.0
470.0,2702538.441195218,395189.0679595764,12.0,2.0,2.0,1782.0,0.97,1.0,1.0,0.0,1.0,0,260.60699999999906,8186.014,37925.898,4619.314,19543.374,181500.0
472.0,2710535.118042837,395140.63393295,17.0,1.0,3.0,1300.0,0.97,1.0,1.0,1.0,0.0,0,6112.558999999999,2334.062,41843.804,10104.959,27504.023,115000.0
474.0,2702281.2412709286,395006.1599752198,59.0,1.5,4.0,1846.0,1.001,1.0,0.0,0.0,1.0,0,556.9469999999992,7889.674,37652.519,4321.28,19268.924,163700.0
476.0,2710334.8717653975,394999.20425000566,42.0,1.0,2.0,480.0,0.663,1.0,0.0,1.0,0.0,0,5885.162999999999,2561.458,41607.815,10068.482,27299.974,46200.0
478.0,2702139.151658512,394957.8735283913,32.0,1.0,2.0,1588.0,0.576,1.0,0.0,0.0,1.0,0,710.4179999999988,7736.203,37547.773,4167.84,19119.387,126200.0
482.0,2701445.5552454805,394956.75460144196,21.0,1.0,2.0,640.0,0.472,1.0,1.0,0.0,1.0,0,1375.463999999999,7071.157,37271.14,3506.341,18432.868,52000.0
483.0,2710044.4632267477,394889.71416863287,25.0,3.0,0.0,3360.0,1.535,1.0,1.0,1.0,0.0,0,5647.911999999999,2798.709,41361.727,10140.441,26998.694,877300.0
486.0,2702034.334857891,394917.03691919876,22.0,1.0,3.0,1960.0,0.726,1.0,1.0,0.0,1.0,0,819.6179999999995,7627.003,37470.054,4059.074,19014.323,186500.0
487.0,2696228.430312061,394939.2669667794,44.0,1.0,4.0,960.0,0.896,0.0,0.0,0.0,0.0,0,6394.3369999999995,2052.284,35526.792,1147.721,13248.291,86400.0
488.0,2710745.9228888457,394802.8028433648,4.0,2.0,3.0,1512.0,1.319,1.0,1.0,1.0,0.0,0,5889.704999999999,2556.916,41689.382,9707.887,27693.546,169100.0
489.0,2701893.7353895986,394866.14185439545,27.0,1.0,3.0,1040.0,1.152,1.0,1.0,0.0,1.0,0,968.329999999999,7478.291,37366.594,3910.693,18870.501,75700.0
494.0,2695712.721619974,394838.1127886206,17.0,2.0,3.0,1152.0,1.439,0.0,1.0,0.0,1.0,0,6914.946999999999,1531.674,35296.421,1629.038,12725.006,121700.0
495.0,2701552.7928725732,394761.2915353443,21.0,1.0,3.0,1012.0,1.062,1.0,1.0,0.0,1.0,0,1351.873999999999,7094.747,37128.173,3524.593,18489.277,76300.0
501.0,2702531.990397951,394839.88711524993,28.0,1.5,3.0,1275.0,0.282,1.0,1.0,0.0,1.0,0,379.3079999999991,8067.313,37605.883,4515.35,19502.529,95300.0
503.0,2694534.0395579985,394796.2728073216,9.0,2.0,3.0,1078.0,1.051,1.0,1.0,0.0,0.0,1,8040.784999999999,405.836,34975.747,2644.236,11553.589,188300.0
504.0,2696364.0617215666,394629.8991796397,84.0,1.5,3.0,1222.0,3.46,1.0,0.0,0.0,0.0,0,6333.007,2113.614,35254.123,1209.466,13353.701,128100.0
505.0,2695316.230594576,394812.31827001064,59.0,1.0,3.0,870.0,0.217,1.0,0.0,0.0,1.0,0,7299.532999999999,1147.088,35168.395,1977.549,12330.806,72900.0
506.0,2695187.9666302735,394766.2760164482,22.0,2.0,3.0,1152.0,0.606,1.0,1.0,0.0,0.0,0,7457.314999999999,989.306,35096.542,2126.815,12173.17,120900.0
508.0,2702329.9196308525,394756.81845025235,54.0,1.0,3.0,1080.0,0.3,1.0,0.0,0.0,1.0,0,597.0059999999994,7849.615,37446.187,4298.62,19294.56,73200.0
512.0,2702239.1899555004,394713.72501156933,44.0,1.0,3.0,1291.0,0.344,1.0,0.0,0.0,1.0,0,696.7089999999989,7749.912,37369.701,4199.609,19200.598,90800.0
514.0,2710151.6288364897,394673.6846574937,25.0,2.0,0.0,2260.0,0.83,1.0,1.0,1.0,0.0,0,5521.513999999999,2925.107,41244.703,9901.184,27092.59,288800.0
519.0,2695817.258763453,394655.36048143596,5.0,2.0,3.0,1296.0,0.424,1.0,1.0,0.0,1.0,0,6868.314999999999,1578.306,35146.468,1646.3,12804.628,140300.0
524.0,2695620.6632578014,394614.5915737822,8.0,2.0,4.0,1728.0,0.406,1.0,1.0,0.0,1.0,0,7068.653999999999,1377.967,35057.187,1831.306,12604.797,210500.0
530.0,2700217.9582697167,394527.2194828735,64.0,1.0,3.0,1032.0,1.136,1.0,0.0,0.0,1.0,0,2653.364999999999,5793.256,36406.388,2225.994,17193.014,74500.0
531.0,2711025.207915066,394573.52529424883,32.0,1.0,3.0,666.0,0.316,1.0,0.0,1.0,0.0,0,5949.257,2497.364,41656.544,9367.254,27956.506,56700.0
532.0,2699706.853332769,394544.09416142467,2.0,2.0,2.0,1080.0,0.337,1.0,1.0,0.0,1.0,0,3161.414999999999,5285.206,36235.233,1727.946,16662.435,102600.0
535.0,2699776.4876615065,394532.9421931151,31.0,1.0,3.0,1752.0,0.337,1.0,0.0,0.0,1.0,0,3098.0779999999995,5348.543,36250.064,1788.527,16730.409,152600.0
536.0,2700771.945624885,394480.6790696316,44.0,1.0,3.0,800.0,0.65,1.0,0.0,0.0,1.0,0,2153.2569999999996,6293.364,36576.664,2725.398,17717.891,57900.0
539.0,2700679.3690665658,394481.51790446823,23.0,1.0,3.0,1025.0,0.516,1.0,1.0,0.0,1.0,0,2240.298999999999,6206.322,36537.136,2635.917,17626.035,76100.0
541.0,2695230.038226795,394534.98968720663,7.0,2.0,3.0,1755.0,0.374,1.0,1.0,0.0,1.0,0,7468.198999999999,978.422,34882.578,2200.658,12205.951,226000.0
